age_group,age_lo,age_hi,age_unit,sex,factor,item_code,item_name,unit,lower_is_better,status,n_measured,n,method,has_grade3,anchor_0,anchor_40,anchor_60,anchor_80,anchor_100,value_min,value_max,score_p10,score_p25,score_p50,score_p75,score_p90,score_mean
청소년,16,16,세,M,심폐지구력,037,스텝검사VO2max,ml/kg/min,0,ok,728,728,ecdf,1,38.162,41.9,44.6,47.3,53.0,28.6,55.1,37.12,59.63,76.65,89.75,96.31,70.78
청소년,16,16,세,F,근지구력,009,윗몸말아올리기,회,0,ok,5327,5327,ecdf,1,0.0,19.0,30.0,41.0,80.0,0.0,100.0,8.32,22.4,46.68,66.31,85.66,46.38
청소년,16,16,세,F,근지구력,010,반복점프,회,0,ok,8546,8546,ecdf,1,5.0,22.0,28.0,34.0,53.0,0.0,64.0,11.43,34.67,60.0,83.72,94.1,57.76
청소년,16,16,세,F,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,14047,14047,ecdf,1,-11.0,8.5,13.7,18.9,30.0,-30.0,39.0,12.56,32.12,61.38,83.84,94.34,56.95
청소년,16,16,세,F,민첩성,013,일리노이,초,1,ok,13890,13890,ecdf,0,-30.0922,,-22.6,-21.1,-18.5,5.0,120.0,10.37,29.91,61.32,81.2,93.44,55.61
청소년,16,16,세,F,순발력,014,체공시간,초,0,ok,13611,13611,ecdf,0,0.3072,,0.432,0.469,0.564,0.0,502.0,12.81,36.18,67.61,85.25,94.99,60.73
청소년,16,16,세,F,협응력,017,눈-손협응력,초,1,ok,12800,12800,ecdf,0,-71.8685,,-58.8,-54.0,-39.0118,20.82,120.782,25.32,64.05,83.2,91.95,97.2,73.04
청소년,16,16,세,F,심폐지구력,020,왕복오래달리기,회,0,ok,14054,14054,ecdf,1,2.0,19.0,25.0,32.0,52.0,0.0,94.0,9.68,23.58,49.84,70.79,89.54,48.0
청소년,16,16,세,F,근력,028,상대악력,%,0,ok,14354,14354,ecdf,1,27.806,34.5,39.0,43.5,66.594,0.0,160.0,39.12,63.15,83.72,92.23,97.3,74.51
청소년,16,16,세,F,심폐지구력,035,트레드밀VO2max,ml/kg/min,0,ok,26,26,linear,1,31.15,33.9,35.6,37.3,41.25,30.4,42.0,13.82,47.65,79.41,87.34,94.18,65.17
청소년,16,16,세,F,심폐지구력,037,스텝검사VO2max,ml/kg/min,0,ok,149,149,ecdf,1,28.176,33.9,35.6,37.3,43.62,25.7,48.0,20.0,52.5,82.68,92.2,97.17,69.94
청소년,17,17,세,M,근지구력,009,윗몸말아올리기,회,0,ok,9881,9881,ecdf,1,4.0,25.0,36.0,46.0,100.0,0.0,104.0,10.07,30.78,54.57,83.3,97.34,54.55
청소년,17,17,세,M,근지구력,010,반복점프,회,0,ok,13808,13808,ecdf,1,12.0,38.0,44.0,50.0,63.0,0.0,83.0,17.82,45.82,72.06,89.37,96.56,65.73
청소년,17,17,세,M,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,23882,23882,ecdf,1,-15.0,4.0,9.0,14.0,26.0,-30.0,37.0,10.11,29.82,58.47,83.06,94.12,55.6
청소년,17,17,세,M,민첩성,013,일리노이,초,1,ok,23618,23618,ecdf,0,-25.6,,-19.7,-18.3,-16.1,5.0,120.0,15.1,43.63,71.75,87.31,95.57,63.79
청소년,17,17,세,M,순발력,014,체공시간,초,0,ok,23229,23229,ecdf,0,0.4156,,0.543,0.582,0.708,-732.0,686.0,15.89,45.27,75.32,89.33,96.28,65.85
청소년,17,17,세,M,협응력,017,눈-손협응력,초,1,ok,22069,22069,ecdf,0,-63.6815,,-51.1,-47.3,-36.0944,10.0,124.554,20.68,59.45,82.0,91.37,97.0,70.58
청소년,17,17,세,M,심폐지구력,020,왕복오래달리기,회,0,ok,22484,22484,ecdf,1,2.0,37.0,48.0,59.0,84.0,0.0,122.0,8.42,24.07,50.63,81.7,93.82,52.0
청소년,17,17,세,M,근력,028,상대악력,%,0,ok,24137,24137,ecdf,1,34.3,50.2,56.4,62.6,85.7,0.0,145.9,15.21,42.18,70.35,88.08,95.9,63.0
청소년,17,17,세,M,심폐지구력,035,트레드밀VO2max,ml/kg/min,0,ok,707,707,ecdf,1,36.424,42.0,44.7,47.4,53.2,30.8,59.7,21.31,48.55,71.55,87.35,95.57,65.37
청소년,17,17,세,M,심폐지구력,037,스텝검사VO2max,ml/kg/min,0,ok,745,745,ecdf,1,37.5,42.0,44.7,47.4,53.5,30.4,55.8,39.37,62.64,80.0,90.42,96.69,72.47
청소년,17,17,세,F,근지구력,009,윗몸말아올리기,회,0,ok,5788,5788,ecdf,1,0.0,18.0,29.0,41.0,77.78,0.0,100.0,8.1,24.23,47.21,68.16,85.91,47.22
청소년,17,17,세,F,근지구력,010,반복점프,회,0,ok,8968,8968,ecdf,1,5.0,21.0,27.0,33.0,53.0,0.0,96.0,12.97,40.0,63.74,86.02,95.37,60.52
청소년,17,17,세,F,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,14957,14957,ecdf,1,-11.0,8.1,13.5,18.9,30.5,-30.0,40.0,12.84,33.93,62.09,84.6,94.6,57.99
청소년,17,17,세,F,민첩성,013,일리노이,초,1,ok,14744,14744,ecdf,0,-30.1,,-22.6,-21.0,-18.34,5.0,120.0,10.82,31.01,62.74,82.54,93.92,56.7
청소년,17,17,세,F,순발력,014,체공시간,초,0,ok,14524,14524,ecdf,0,0.308,,0.438,0.481,0.569,0.0,3453.0,12.1,34.92,64.81,80.0,93.08,58.26
청소년,17,17,세,F,협응력,017,눈-손협응력,초,1,ok,13755,13755,ecdf,0,-70.7739,,-58.3,-53.5,-37.9632,10.0,120.874,27.63,66.11,84.05,92.36,97.34,74.29
청소년,17,17,세,F,심폐지구력,020,왕복오래달리기,회,0,ok,14580,14580,ecdf,1,1.0,19.0,27.0,35.0,55.0,0.0,126.0,10.8,20.86,43.95,64.59,84.26,44.75
청소년,17,17,세,F,근력,028,상대악력,%,0,ok,15227,15227,ecdf,1,27.6,36.7,41.2,45.7,66.148,0.0,163.6,25.19,53.88,80.6,90.71,96.79,69.78
청소년,17,17,세,F,심폐지구력,035,트레드밀VO2max,ml/kg/min,0,ok,272,272,ecdf,1,27.768,34.0,35.7,37.4,45.674,18.8,51.2,18.89,48.5,78.72,90.48,96.94,67.36
청소년,17,17,세,F,심폐지구력,037,스텝검사VO2max,ml/kg/min,0,ok,216,216,ecdf,1,26.63,34.0,35.7,37.4,43.84,19.6,48.6,36.84,67.62,85.87,93.29,97.9,76.32
청소년,18,18,세,M,근지구력,009,윗몸말아올리기,회,0,ok,10259,10259,ecdf,1,5.0,29.0,41.0,53.0,80.0,0.0,160.0,8.66,26.82,49.75,74.36,90.94,50.15
청소년,18,18,세,M,근지구력,010,반복점프,회,0,ok,13642,13642,ecdf,1,20.0,40.0,46.0,52.0,62.0,0.0,80.0,17.01,45.26,68.81,86.72,96.04,64.03
청소년,18,18,세,M,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,23986,23986,ecdf,1,-13.5,4.6,9.7,14.8,25.8,-30.0,36.0,12.89,37.35,62.96,84.14,94.57,58.72
청소년,18,18,세,M,민첩성,013,일리노이,초,1,ok,23729,23729,ecdf,0,-24.2044,,-19.6,-18.0,-16.0,5.0,120.0,19.71,56.39,73.18,87.36,95.57,66.61
청소년,18,18,세,M,순발력,014,체공시간,초,0,ok,23635,23635,ecdf,0,0.44,,0.565,0.61,0.712,0.0,7486.0,13.3,36.89,67.53,84.86,94.77,60.53
청소년,18,18,세,M,협응력,017,눈-손협응력,초,1,ok,23073,23073,ecdf,0,-63.4222,,-50.7,-47.0,-35.8414,11.296,121.15,19.51,56.08,81.38,91.08,96.9,69.67
청소년,18,18,세,M,심폐지구력,020,왕복오래달리기,회,0,ok,18867,18867,ecdf,1,2.0,37.0,49.0,61.0,81.0,0.0,150.0,10.48,28.15,51.28,75.67,91.89,51.44
청소년,18,18,세,M,근력,028,상대악력,%,0,ok,24125,24125,ecdf,1,37.0,50.2,56.0,61.8,85.1,0.0,145.7,19.67,48.63,76.18,89.72,96.4,66.82
청소년,18,18,세,M,심폐지구력,035,트레드밀VO2max,ml/kg/min,0,ok,4323,4323,ecdf,1,36.3,42.3,44.9,47.5,53.3,27.2,78.6,24.44,52.64,74.07,88.49,95.98,67.46
청소년,18,18,세,M,심폐지구력,037,스텝검사VO2max,ml/kg/min,0,ok,829,829,ecdf,1,38.256,42.3,44.9,47.5,54.044,26.3,56.2,43.88,64.11,82.3,91.54,96.97,74.65
청소년,18,18,세,F,근지구력,009,윗몸말아올리기,회,0,ok,3581,3581,ecdf,1,0.0,16.0,29.0,41.0,70.0,0.0,104.0,8.91,29.69,50.63,67.85,84.55,49.31
청소년,18,18,세,F,근지구력,010,반복점프,회,0,ok,5287,5287,ecdf,1,6.0,23.0,29.0,36.0,54.0,0.0,65.0,11.92,35.07,63.86,85.19,94.54,58.27
청소년,18,18,세,F,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,8931,8931,ecdf,1,-10.0,8.7,14.1,19.5,30.0,-25.0,36.5,13.8,38.65,64.5,85.24,94.86,59.62
청소년,18,18,세,F,민첩성,013,일리노이,초,1,ok,8828,8828,ecdf,0,-29.84,,-21.7,-20.1,-18.04,5.0,55.18,9.87,28.4,59.44,77.66,92.07,53.78
청소년,18,18,세,F,순발력,014,체공시간,초,0,ok,8777,8777,ecdf,0,0.321,,0.463,0.506,0.578,0.0,458.0,9.24,26.66,55.36,74.82,89.87,51.85
청소년,18,18,세,F,협응력,017,눈-손협응력,초,1,ok,8364,8364,ecdf,0,-70.3237,,-56.5,-52.5,-37.473,10.923,120.46,22.75,62.3,83.55,92.12,97.26,72.43
청소년,18,18,세,F,심폐지구력,020,왕복오래달리기,회,0,ok,7580,7580,ecdf,1,1.0,21.0,30.0,40.0,52.0,0.0,92.0,6.44,17.18,40.0,57.35,80.0,40.25
청소년,18,18,세,F,근력,028,상대악력,%,0,ok,9055,9055,ecdf,1,28.7,38.8,43.6,48.4,66.092,0.0,112.6,18.86,46.7,72.98,88.69,96.12,65.32
청소년,18,18,세,F,심폐지구력,035,트레드밀VO2max,ml/kg/min,0,ok,996,996,ecdf,1,27.19,34.1,35.8,37.5,44.82,11.0,54.2,20.63,50.0,78.54,90.45,96.63,68.05
청소년,18,18,세,F,심폐지구력,037,스텝검사VO2max,ml/kg/min,0,ok,409,409,ecdf,1,32.732,34.1,35.8,37.5,44.584,27.4,47.2,50.53,71.86,85.81,93.26,97.83,78.66
유아기,48,53,개월,M,근지구력,009,윗몸말아올리기,회,0,anchors_not_monotonic,839,0,,,,,,,,0.0,38.0,,,,,,
유아기,48,53,개월,M,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,839,839,ecdf,1,-1.5,8.2,10.7,13.0,18.024,-10.0,34.0,7.72,22.46,47.33,73.78,92.24,49.05
유아기,48,53,개월,M,심폐지구력,020,왕복오래달리기,회,0,ok,835,835,ecdf,1,0.0,25.0,35.0,48.0,82.0,0.0,113.0,12.42,34.89,62.71,83.85,94.7,58.26
유아기,48,53,개월,M,순발력,022,제자리멀리뛰기,cm,0,ok,837,837,ecdf,0,17.16,,76.0,86.0,105.0,0.0,160.0,7.94,22.0,47.98,70.21,87.03,46.39
유아기,48,53,개월,M,근력,028,상대악력,%,0,ok,839,839,ecdf,1,10.0,36.1,41.4,49.3,63.3,0.0,84.8,6.73,19.21,40.0,68.81,88.72,44.44
유아기,48,53,개월,M,민첩성,050,5m4회왕복달리기,초,1,ok,836,836,ecdf,0,-17.364,,-11.73,-11.06,-8.728,0.0,30.0,12.91,36.88,71.78,88.88,96.18,62.38
유아기,48,53,개월,M,협응력,051,3x3버튼누르기,초,1,ok,837,837,ecdf,0,-54.8448,,-33.5,-31.53,-23.0144,18.67,60.0,12.6,35.96,75.38,89.81,96.47,62.89
유아기,48,53,개월,F,근지구력,009,윗몸말아올리기,회,0,anchors_not_monotonic,849,0,,,,,,,,0.0,46.0,,,,,,
유아기,48,53,개월,F,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,850,850,ecdf,1,1.196,10.0,12.5,14.3,18.5,-10.0,22.8,8.18,23.41,48.54,78.14,91.65,48.96
유아기,48,53,개월,F,심폐지구력,020,왕복오래달리기,회,0,ok,850,850,ecdf,1,0.0,28.0,36.0,49.0,80.0,0.0,100.0,8.09,25.82,58.15,81.93,94.01,54.0
유아기,48,53,개월,F,순발력,022,제자리멀리뛰기,cm,0,ok,850,850,ecdf,0,15.0,,70.0,83.0,100.0,0.0,177.0,9.98,23.01,48.49,71.39,86.14,48.9
유아기,48,53,개월,F,근력,028,상대악력,%,0,ok,850,850,ecdf,1,11.8,34.3,40.3,44.3,61.7,2.8,76.9,6.4,18.62,39.0,68.72,90.93,44.24
유아기,48,53,개월,F,민첩성,050,5m4회왕복달리기,초,1,ok,846,846,ecdf,0,-16.671,,-11.8,-11.06,-8.909,7.79,30.0,12.2,34.9,69.29,87.88,95.78,60.99
유아기,48,53,개월,F,협응력,051,3x3버튼누르기,초,1,ok,849,849,ecdf,0,-52.7312,,-33.43,-30.72,-23.8032,19.32,60.0,12.86,36.82,69.78,87.58,95.68,61.56
유아기,54,59,개월,M,근지구력,009,윗몸말아올리기,회,0,anchors_not_monotonic,1942,0,,,,,,,,0.0,55.0,,,,,,
유아기,54,59,개월,M,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,1942,1942,ecdf,1,-2.918,7.8,10.5,13.0,18.0,-11.0,46.5,9.0,21.95,43.61,65.42,86.81,44.95
유아기,54,59,개월,M,심폐지구력,020,왕복오래달리기,회,0,ok,1938,1938,ecdf,1,5.0,34.0,44.0,59.0,100.0,0.0,110.0,10.02,29.29,61.79,85.18,94.2,56.51
유아기,54,59,개월,M,순발력,022,제자리멀리뛰기,cm,0,ok,1939,1939,ecdf,0,30.0,,92.0,97.0,115.0,0.0,393.0,6.99,22.17,43.28,76.34,93.23,47.6
유아기,54,59,개월,M,근력,028,상대악력,%,0,ok,1943,1943,ecdf,1,15.684,40.6,46.1,52.9,65.416,0.0,80.0,6.91,19.96,41.89,71.54,89.66,45.8
유아기,54,59,개월,M,민첩성,050,5m4회왕복달리기,초,1,ok,1935,1935,ecdf,0,-15.6396,,-10.73,-9.88,-8.1068,0.0,30.0,12.36,35.05,67.44,86.4,95.39,60.21
유아기,54,59,개월,M,협응력,051,3x3버튼누르기,초,1,ok,1938,1938,ecdf,0,-45.19,,-28.88,-26.28,-21.27,16.283,60.0,10.58,30.39,62.24,83.01,94.09,56.48
유아기,54,59,개월,F,근지구력,009,윗몸말아올리기,회,0,anchors_not_monotonic,1834,0,,,,,,,,0.0,51.0,,,,,,
유아기,54,59,개월,F,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,1836,1836,ecdf,1,0.6,10.0,12.7,14.3,19.13,-11.0,26.1,7.37,20.51,42.98,72.52,91.32,47.12
유아기,54,59,개월,F,심폐지구력,020,왕복오래달리기,회,0,ok,1828,1828,ecdf,1,5.0,36.0,50.0,62.0,95.46,0.0,120.0,8.26,23.64,48.21,80.0,92.48,49.88
유아기,54,59,개월,F,순발력,022,제자리멀리뛰기,cm,0,ok,1835,1835,ecdf,0,35.68,,86.0,90.0,110.0,3.0,387.0,7.09,20.13,41.67,80.0,90.56,46.64
유아기,54,59,개월,F,근력,028,상대악력,%,0,ok,1836,1836,ecdf,1,13.27,37.3,43.7,51.1,62.29,0.0,85.4,6.71,19.05,39.77,67.12,86.42,43.79
유아기,54,59,개월,F,민첩성,050,5m4회왕복달리기,초,1,ok,1828,1828,ecdf,0,-15.3538,,-11.0,-10.21,-8.4,6.03,25.69,12.43,35.66,68.47,86.93,95.49,60.86
유아기,54,59,개월,F,협응력,051,3x3버튼누르기,초,1,ok,1827,1827,ecdf,0,-41.9144,,-28.59,-26.76,-21.7804,12.814,60.0,9.53,27.33,57.01,82.72,94.02,54.35
유아기,60,65,개월,M,근지구력,009,윗몸말아올리기,회,0,ok,2629,2629,ecdf,1,0.0,1.0,5.0,9.0,26.0,0.0,93.0,0.0,40.0,55.91,84.81,93.79,56.43
유아기,60,65,개월,M,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,2637,2637,ecdf,1,-2.5,7.0,10.1,12.0,17.6,-20.0,24.0,9.63,22.29,46.5,71.54,90.92,47.73
유아기,60,65,개월,M,심폐지구력,020,왕복오래달리기,회,0,ok,2632,2632,ecdf,1,8.0,31.0,48.0,63.0,100.0,0.0,131.0,15.81,41.97,67.76,87.54,95.86,62.49
유아기,60,65,개월,M,순발력,022,제자리멀리뛰기,cm,0,ok,2637,2637,ecdf,0,45.72,,95.0,105.0,123.0,0.0,1015.0,8.61,25.66,50.21,74.33,89.63,50.85
유아기,60,65,개월,M,근력,028,상대악력,%,0,ok,2637,2637,ecdf,1,16.344,41.7,47.4,53.8,68.528,0.0,359.6,7.71,21.87,47.33,74.19,90.93,48.27
유아기,60,65,개월,M,민첩성,050,5m4회왕복달리기,초,1,ok,2630,2630,ecdf,0,-14.8084,,-10.12,-9.46,-7.8358,1.42,30.0,12.28,34.99,67.9,86.76,95.42,60.41
유아기,60,65,개월,M,협응력,051,3x3버튼누르기,초,1,ok,2633,2633,ecdf,0,-41.3852,,-25.39,-23.21,-19.6428,13.13,60.0,8.33,23.7,49.44,73.91,90.44,49.22
유아기,60,65,개월,F,근지구력,009,윗몸말아올리기,회,0,anchors_not_monotonic,2580,0,,,,,,,,0.0,80.0,,,,,,
유아기,60,65,개월,F,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,2583,2583,ecdf,1,0.0,9.9,12.3,14.0,19.3,-11.0,24.0,7.78,21.59,44.66,74.09,91.59,48.06
유아기,60,65,개월,F,심폐지구력,020,왕복오래달리기,회,0,ok,2578,2578,ecdf,1,9.0,39.0,53.0,67.0,100.0,0.0,170.0,9.12,25.82,53.29,82.21,93.52,52.67
유아기,60,65,개월,F,순발력,022,제자리멀리뛰기,cm,0,ok,2581,2581,ecdf,0,50.0,,88.0,95.0,113.0,0.0,130.0,7.84,29.33,55.22,80.0,92.23,52.04
유아기,60,65,개월,F,근력,028,상대악력,%,0,ok,2583,2583,ecdf,1,16.264,37.9,42.8,48.9,62.5,2.7,260.9,8.04,22.89,50.02,78.68,92.58,50.31
유아기,60,65,개월,F,민첩성,050,5m4회왕복달리기,초,1,ok,2574,2574,ecdf,0,-13.8862,,-10.81,-10.31,-8.1146,6.5,30.0,16.89,47.86,81.31,91.08,96.9,67.97
유아기,60,65,개월,F,협응력,051,3x3버튼누르기,초,1,ok,2576,2576,ecdf,0,-38.41,,-27.42,-25.04,-20.0,12.26,60.0,11.88,34.1,65.95,84.63,94.52,59.0
유아기,66,71,개월,M,근지구력,009,윗몸말아올리기,회,0,ok,2987,2987,ecdf,1,0.0,1.0,5.0,9.0,35.0,0.0,95.0,0.0,45.11,65.49,87.01,96.66,62.9
유아기,66,71,개월,M,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,2992,2992,ecdf,1,-3.5,7.0,10.0,13.0,17.2,-14.61,21.32,7.44,21.25,46.88,68.95,86.89,46.45
유아기,66,71,개월,M,심폐지구력,020,왕복오래달리기,회,0,ok,2985,2985,ecdf,1,10.0,38.0,57.0,78.0,112.0,0.0,154.0,12.37,37.21,66.21,89.56,98.66,61.08
유아기,66,71,개월,M,순발력,022,제자리멀리뛰기,cm,0,ok,2990,2990,ecdf,0,52.78,,102.0,110.0,135.0,0.0,1016.0,10.11,31.52,56.52,80.0,93.42,53.73
유아기,66,71,개월,M,근력,028,상대악력,%,0,ok,2993,2993,ecdf,1,20.7,41.3,48.8,54.1,70.016,0.0,401.6,9.49,27.21,51.91,78.41,92.59,51.88
유아기,66,71,개월,M,민첩성,050,5m4회왕복달리기,초,1,ok,2989,2989,ecdf,0,-13.9632,,-9.81,-9.13,-7.44,5.44,30.0,14.68,42.09,73.46,88.69,96.05,64.23
유아기,66,71,개월,M,협응력,051,3x3버튼누르기,초,1,ok,2988,2988,ecdf,0,-36.2742,,-24.38,-22.48,-18.1296,10.46,60.0,10.17,29.15,60.35,80.5,93.24,54.93
유아기,66,71,개월,F,근지구력,009,윗몸말아올리기,회,0,ok,2846,2846,ecdf,1,0.0,2.0,6.0,10.0,32.0,0.0,85.0,20.68,46.38,65.43,84.7,94.64,59.83
유아기,66,71,개월,F,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,2846,2846,ecdf,1,-1.0,10.0,12.2,15.0,19.2,-10.0,26.0,7.02,22.25,43.72,73.43,90.07,46.55
유아기,66,71,개월,F,심폐지구력,020,왕복오래달리기,회,0,ok,2842,2842,ecdf,1,9.0,41.0,55.0,73.0,103.0,0.0,140.0,10.85,27.87,60.0,85.97,99.72,56.88
유아기,66,71,개월,F,순발력,022,제자리멀리뛰기,cm,0,ok,2847,2847,ecdf,0,54.92,,96.0,103.0,122.08,0.0,195.0,9.17,23.52,46.77,75.01,93.65,49.89
유아기,66,71,개월,F,근력,028,상대악력,%,0,ok,2849,2849,ecdf,1,17.096,39.8,46.8,53.7,65.804,0.0,374.0,8.16,23.27,47.5,71.43,88.65,47.82
유아기,66,71,개월,F,민첩성,050,5m4회왕복달리기,초,1,ok,2845,2845,ecdf,0,-13.4124,,-10.19,-9.58,-7.81,0.35,30.0,14.64,41.99,74.6,89.12,96.23,64.63
유아기,66,71,개월,F,협응력,051,3x3버튼누르기,초,1,ok,2845,2845,ecdf,0,-36.967,,-24.95,-23.21,-19.0904,14.861,60.0,10.46,29.95,61.71,82.84,94.07,56.13
유아기,72,83,개월,M,근지구력,009,윗몸말아올리기,회,0,ok,4597,4597,ecdf,1,0.0,4.0,8.0,13.0,46.0,0.0,102.0,10.13,31.69,63.38,84.42,94.42,58.48
유아기,72,83,개월,M,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,4598,4598,ecdf,1,-4.3,8.0,10.5,12.5,18.0,-20.0,42.0,6.74,18.09,36.63,67.33,89.06,43.26
유아기,72,83,개월,M,심폐지구력,020,왕복오래달리기,회,0,ok,4573,4573,ecdf,1,12.0,45.0,64.0,93.0,116.56,0.0,171.0,13.22,40.0,67.49,97.21,97.21,62.81
유아기,72,83,개월,M,순발력,022,제자리멀리뛰기,cm,0,ok,4595,4595,ecdf,0,60.0,,110.0,118.0,143.0,0.0,1222.0,8.16,24.89,48.7,85.04,94.94,51.93
유아기,72,83,개월,M,근력,028,상대악력,%,0,ok,4600,4600,ecdf,1,20.798,43.2,49.6,56.3,70.404,0.0,439.8,8.6,24.66,49.69,74.7,91.04,49.72
유아기,72,83,개월,M,민첩성,050,5m4회왕복달리기,초,1,ok,4591,4591,ecdf,0,-12.62,,-9.33,-8.8,-7.19,0.0,27.0,15.14,43.46,77.67,90.16,96.54,65.76
유아기,72,83,개월,M,협응력,051,3x3버튼누르기,초,1,ok,4589,4589,ecdf,0,-33.562,,-22.74,-21.37,-17.0338,10.67,60.0,10.44,30.06,62.11,85.43,94.93,57.09
유아기,72,83,개월,F,근지구력,009,윗몸말아올리기,회,0,ok,4203,4203,ecdf,1,0.0,5.0,9.0,13.0,41.96,0.0,96.0,9.02,25.34,56.43,84.97,94.32,55.21
유아기,72,83,개월,F,유연성,012,앉아윗몸앞으로굽히기,cm,0,ok,4202,4202,ecdf,1,-1.0,10.0,12.7,15.0,20.0,-15.0,25.0,6.71,19.92,40.63,72.8,91.62,45.39
유아기,72,83,개월,F,심폐지구력,020,왕복오래달리기,회,0,ok,4179,4179,ecdf,1,10.0,42.0,60.0,84.0,105.0,0.0,142.0,12.31,32.99,65.44,86.53,99.06,59.98
유아기,72,83,개월,F,순발력,022,제자리멀리뛰기,cm,0,ok,4199,4199,ecdf,0,60.0,,100.0,106.0,130.0,0.0,205.0,7.97,23.84,50.1,81.08,93.51,52.28
유아기,72,83,개월,F,근력,028,상대악력,%,0,ok,4203,4203,ecdf,1,19.0,41.5,47.4,51.9,65.496,0.0,419.8,7.79,22.72,47.01,76.67,92.26,48.92
유아기,72,83,개월,F,민첩성,050,5m4회왕복달리기,초,1,ok,4190,4190,ecdf,0,-12.4644,,-9.72,-9.19,-7.5,0.0,27.5,15.41,43.47,76.47,89.68,96.59,65.5
유아기,72,83,개월,F,협응력,051,3x3버튼누르기,초,1,ok,4193,4193,ecdf,0,-33.7932,,-23.52,-21.91,-17.8434,11.28,60.0,11.28,32.5,64.86,85.27,94.85,58.38
